---------CORE WORDS FOUND--------- 
Form(''I''), HasIPA(1), Usage(10294)
Form(''MARLY''),  InCore(0), Usage(1)
Form(''UPRAISED''),  InCore(0), Usage(21)
Form(''MEGATHERIUM''),  InCore(0), Usage(7)
Form(''MEGALONYX''),  InCore(0), Usage(4)
Form(''SCELIDOTHERIUM''),  InCore(0), Usage(3)
Form(''MYLODON''),  InCore(0), Usage(6)
Form(''DARWINII''),  InCore(0), Usage(4)
Form(''FIFTHLY''),  InCore(0), Usage(2)
Form(''EDENTAL''),  InCore(0), Usage(1)
Form(''SIXTHLY''),  InCore(0), Usage(1)
Form(''OSSEOUS''),  InCore(0), Usage(3)
Form(''SEVENTHLY''),  InCore(0), Usage(1)
Form(''EIGHTHLY''),  InCore(0), Usage(1)
Form(''PACHYDERMATOUS''),  InCore(0), Usage(1)
Form(''MACRAUCHENIA''),  InCore(0), Usage(8)
Form(''TOXODON''),  InCore(0), Usage(9)
Form(''GNAWERS''),  InCore(0), Usage(4)
Form(''PACHYDERMATA''),  InCore(0), Usage(4)
Form(''DUGONG''),  InCore(0), Usage(1)
Form(''EQUALLING''),  InCore(0), Usage(3)
Form(''ANIMALCULE''),  InCore(0), Usage(1)
Form(''INTOMBED''),  InCore(0), Usage(1)
Form(''TESTACEA''),  InCore(0), Usage(1)
Form(''MEGATHEROID''),  InCore(0), Usage(2)
Form(''SLOTHS''),  InCore(0), Usage(3)
Form(''SUBSISTED''),  InCore(0), Usage(3)
Form(''ANTEDILUVIAN''),  InCore(0), Usage(2)
Form(''INCUMBRANCE''),  InCore(0), Usage(1)
Form(''EXTENSILE''),  InCore(0), Usage(1)
Form(''ABYSSINIA''),  InCore(0), Usage(1)
Form(''INTERCALATED''),  InCore(0), Usage(2)
Form(''VITIATED''),  InCore(0), Usage(3)
Form(''CAFFER''),  InCore(0), Usage(3)
Form(''QUACCHA''),  InCore(0), Usage(1)
Form(''GNUS''),  InCore(0), Usage(1)
Form(''ANTELOPES''),  InCore(0), Usage(2)
Form(''RHINOCEROSES''),  InCore(0), Usage(5)
Form(''HYAENA''),  InCore(0), Usage(1)
Form(''NUTRIMENT''),  InCore(0), Usage(3)
Form(''TAPIRS''),  InCore(0), Usage(4)
Form(''PECCARI''),  InCore(0), Usage(7)
Form(''CONGELATION''),  InCore(0), Usage(3)
Form(''KARROS''),  InCore(0), Usage(2)
Form(''SQUATTED''),  InCore(0), Usage(33)
Form(''STURT''),  InCore(0), Usage(1)
Form(''MURRUMBIDGEE''),  InCore(0), Usage(1)
Form(''EMUS''),  InCore(0), Usage(2)
Form(''HUACHOS''),  InCore(0), Usage(4)
Form(''BURCHELL'S''),  InCore(0), Usage(3)
Form(''HOTTENTOTS''),  InCore(0), Usage(1)
Form(''OVARIUM''),  InCore(0), Usage(1)
Form(''AVESTRUZ''),  InCore(0), Usage(2)
Form(''PETISE''),  InCore(0), Usage(3)
Form(''TOLERABLY''),  InCore(0), Usage(13)
Form(''PETISES''),  InCore(0), Usage(1)
Form(''HONOUR''),  InCore(0), Usage(54)
Form(''DOBRIZHOFFER''),  InCore(0), Usage(1)
Form(''TINOCHORUS''),  InCore(0), Usage(4)
Form(''RUMICIVORUS''),  InCore(0), Usage(1)
Form(''PARTAKES''),  InCore(0), Usage(6)
Form(''GALLINACEOUS''),  InCore(0), Usage(2)
Form(''ATTAGIS''),  InCore(0), Usage(1)
Form(''PTARMIGANS''),  InCore(0), Usage(1)
Form(''CHIONIS''),  InCore(0), Usage(1)
Form(''FURNARIUS''),  InCore(0), Usage(2)
Form(''ORNITHOLOGISTS''),  InCore(0), Usage(3)
Form(''CASARA''),  InCore(0), Usage(1)
Form(''HOUSEMAKER''),  InCore(0), Usage(1)
Form(''ANTECHAMBER''),  InCore(0), Usage(1)
Form(''CUNICULARIUS''),  InCore(0), Usage(1)
Form(''CASARITA''),  InCore(0), Usage(3)
Form(''HOUSEBUILDER''),  InCore(0), Usage(1)
Form(''NIDIFICATION''),  InCore(0), Usage(2)
Form(''MARVELLOUS''),  InCore(0), Usage(7)
Form(''DASYPUS''),  InCore(0), Usage(1)
Form(''MINUTUS''),  InCore(0), Usage(1)
Form(''PICHY''),  InCore(0), Usage(2)
Form(''VILLOSUS''),  InCore(0), Usage(1)
Form(''PELUDO''),  InCore(0), Usage(2)
Form(''APAR''),  InCore(0), Usage(2)
Form(''MULITA''),  InCore(0), Usage(1)
Form(''MATACO''),  InCore(0), Usage(2)
Form(''MOVEABLE''),  InCore(0), Usage(2)
Form(''FAVOURITE''),  InCore(0), Usage(14)
Form(''BURROWED''),  InCore(0), Usage(1)
Form(''MANSOS''),  InCore(0), Usage(2)
Form(''TRIGONOCEPHALUS''),  InCore(0), Usage(3)
Form(''COPHIAS''),  InCore(0), Usage(1)
Form(''HIDEOUSNESS''),  InCore(0), Usage(10)
Form(''BATRACHIAN''),  InCore(0), Usage(1)
Form(''PHRYNISCUS''),  InCore(0), Usage(1)
Form(''NIGRICANS''),  InCore(0), Usage(1)
Form(''DIABOLICUS''),  InCore(0), Usage(1)
Form(''CUTANEOUS''),  InCore(0), Usage(2)
Form(''PROCTOTRETUS''),  InCore(0), Usage(1)
Form(''MULTIMACULATUS''),  InCore(0), Usage(1)
Form(''CENOTHERAE''),  InCore(0), Usage(1)
Form(''LAMELLICORN''),  InCore(0), Usage(1)
Form(''HETEROMEROUS''),  InCore(0), Usage(1)
Form(''HYBERNATING''),  InCore(0), Usage(1)
Form(''AESTIVATION''),  InCore(0), Usage(2)
Form(''UJI''),  InCore(0), Usage(1)
Form(''REANIMATE''),  InCore(0), Usage(1)
Form(''WETTED''),  InCore(0), Usage(4)
Form(''ZOOPHYTE''),  InCore(0), Usage(8)
Form(''VIRGULARIA''),  InCore(0), Usage(2)
Form(''POLYPI''),  InCore(0), Usage(10)
Form(''VERMIFORM''),  InCore(0), Usage(1)
Form(''ZOOPHYTES''),  InCore(0), Usage(3)
Form(''POLYPUS''),  InCore(0), Usage(4)
Form(''TENTACULA''),  InCore(0), Usage(1)
Form(''OVA''),  InCore(0), Usage(3)
Form(''GROWETH''),  InCore(0), Usage(2)
Form(''ROOTETH''),  InCore(0), Usage(1)
Form(''BERNANTIO''),  InCore(0), Usage(1)
Form(''BESMEARED''),  InCore(0), Usage(1)
Form(''SIMUL''),  InCore(0), Usage(1)
Form(''EXPLETUS''),  InCore(0), Usage(1)
Form(''DAPIBUS''),  InCore(0), Usage(1)
Form(''VINOQUE''),  InCore(0), Usage(1)
Form(''SEPULTUS''),  InCore(0), Usage(1)
Form(''CERVICEM''),  InCore(0), Usage(1)
Form(''INFLEXAM''),  InCore(0), Usage(1)
Form(''POSUIT''),  InCore(0), Usage(1)
Form(''JACUITQUE''),  InCore(0), Usage(1)
Form(''ANTRUM''),  InCore(0), Usage(1)
Form(''IMMENSUS''),  InCore(0), Usage(1)
Form(''SANIEM''),  InCore(0), Usage(1)
Form(''ERUCTANS''),  InCore(0), Usage(1)
Form(''FRUSTA''),  InCore(0), Usage(1)
Form(''CRUENTA''),  InCore(0), Usage(1)
Form(''SOMNUM''),  InCore(0), Usage(1)
Form(''COMMIXTA''),  InCore(0), Usage(1)
Form(''RASTRO''),  InCore(0), Usage(5)
Form(''CANTERED''),  InCore(0), Usage(3)
Form(''CHOLECHEL''),  InCore(0), Usage(3)
Form(''CHANCED''),  InCore(0), Usage(14)
Form(''ROSAS'S''),  InCore(0), Usage(2)
Form(''CHILENOS''),  InCore(0), Usage(6)
Form(''TEHUELCHES''),  InCore(0), Usage(1)
Form(''SALTA''),  InCore(0), Usage(1)
Form(''SCHIRDEL''),  InCore(0), Usage(1)
Form(''FALCONER'S''),  InCore(0), Usage(2)
Form(''LUXAN''),  InCore(0), Usage(11)
Form(''ARECO''),  InCore(0), Usage(3)
Form(''ARRECIFE''),  InCore(0), Usage(2)
Form(''SALADO''),  InCore(0), Usage(5)
Form(''MAZEPPA''),  InCore(0), Usage(1)
Form(''D'ORBINGY''),  InCore(0), Usage(1)
Form(''BRAVARD''),  InCore(0), Usage(2)
Form('''OBSERVACIONES''),  InCore(0), Usage(1)
Form(''GEOLOGICAS''),  InCore(0), Usage(1)
Form(''ROBUSTUS''),  InCore(0), Usage(3)
Form(''CETACEOUS''),  InCore(0), Usage(1)
Form(''MOLLUSCA''),  InCore(0), Usage(1)
Form(''CAPT''),  InCore(0), Usage(15)
Form(''BACK'S''),  InCore(0), Usage(2)
Form(''SUBSTRATUM''),  InCore(0), Usage(2)
Form(''ASIATIQUES''),  InCore(0), Usage(1)
Form(''MALTE''),  InCore(0), Usage(1)
Form(''STURT'S''),  InCore(0), Usage(1)
Form(''ABIPONES''),  InCore(0), Usage(2)
Form(''BIBRON''),  InCore(0), Usage(6)
Form(''CREPITANS''),  InCore(0), Usage(4)
Form(''GRANULO''),  InCore(0), Usage(1)
Form(''KERR'S''),  InCore(0), Usage(1)
Form(''VIII''),  InCore(0), Usage(13)
Form(''PURCHAS'S''),  InCore(0), Usage(1)
Form(''PLOVER''),  InCore(0), Usage(2)
Form(''TERU''),  InCore(0), Usage(4)
Form(''TERO''),  InCore(0), Usage(5)
Form(''ARGILLACEO''),  InCore(0), Usage(1)
Form(''FOREBODED''),  InCore(0), Usage(1)
Form(''LIMPID''),  InCore(0), Usage(5)
Form(''CHUPAT''),  InCore(0), Usage(1)
Form(''SCORIAE''),  InCore(0), Usage(5)
Form(''COLOURING''),  InCore(0), Usage(8)
Form(''STREWED''),  InCore(0), Usage(13)
Form(''TRANQUILLITY''),  InCore(0), Usage(2)
Form(''INSENSIBLY''),  InCore(0), Usage(8)
Form(''SLOPED''),  InCore(0), Usage(4)
Form(''INDENTED''),  InCore(0), Usage(4)
Form(''CIGARITOS''),  InCore(0), Usage(1)
Form(''SCUDDED''),  InCore(0), Usage(1)
Form(''BERNANTIO'S''),  InCore(0), Usage(1)
Form(''UNCONQUERABLE''),  InCore(0), Usage(3)
Form(''HUMOURED''),  InCore(0), Usage(6)
Form(''INSENSIBLE''),  InCore(0), Usage(4)
Form(''WEALS''),  InCore(0), Usage(1)
Form(''FLOGGED''),  InCore(0), Usage(2)
Form(''DESCRIPTS''),  InCore(0), Usage(1)
Form(''CHILIAN''),  InCore(0), Usage(18)
Form(''MONGRELS''),  InCore(0), Usage(1)
Form(''DETESTABLE''),  InCore(0), Usage(3)
Form(''SALVATOR''),  InCore(0), Usage(1)
Form(''SALLIED''),  InCore(0), Usage(1)
Form(''HEADMOST''),  InCore(0), Usage(1)
Form(''CAMBRIDGESHIRE''),  InCore(0), Usage(1)
Form(''FENS''),  InCore(0), Usage(1)
Form(''CONFLAGRATIONS''),  InCore(0), Usage(3)
Form(''RUMINATING''),  InCore(0), Usage(1)
Form(''HIMANTOPUS''),  InCore(0), Usage(1)
Form(''NIGRICOLLIS''),  InCore(0), Usage(1)
Form(''INELEGANCE''),  InCore(0), Usage(2)
Form(''VANELLUS''),  InCore(0), Usage(1)
Form(''CAYANUS''),  InCore(0), Usage(1)
Form(''PEEWITS''),  InCore(0), Usage(3)
Form(''PEEWIT''),  InCore(0), Usage(1)
Form(''UNVARIED''),  InCore(0), Usage(3)
Form(''HERBAGE''),  InCore(0), Usage(9)
Form(''OCULAR''),  InCore(0), Usage(1)
Form(''DOBRIZHOFFEN''),  InCore(0), Usage(1)
Form(''LALEGRAICAVALCA''),  InCore(0), Usage(1)
Form(''CORRIENTES''),  InCore(0), Usage(6)
Form(''OUTLIERS''),  InCore(0), Usage(1)
Form(''STRATIFICATION''),  InCore(0), Usage(2)
Form(''FLAVOUR''),  InCore(0), Usage(3)
Form(''RANCHOS''),  InCore(0), Usage(1)
Form(''ANIMALIZED''),  InCore(0), Usage(2)
Form(''TANDEEL''),  InCore(0), Usage(2)
Form(''TASSELS''),  InCore(0), Usage(1)
Form(''SINEW''),  InCore(0), Usage(3)
Form(''MANURING''),  InCore(0), Usage(1)
Form(''CHEVAUX''),  InCore(0), Usage(1)
Form(''SAUVAGES''),  InCore(0), Usage(1)
Form(''ONT''),  InCore(0), Usage(2)
Form(''MANIE''),  InCore(0), Usage(1)
Form(''PREFERER''),  InCore(0), Usage(1)
Form(''BORD''),  InCore(0), Usage(1)
Form(''ROUTES''),  InCore(0), Usage(4)
Form(''DEPOSER''),  InCore(0), Usage(1)
Form(''LEURS''),  InCore(0), Usage(2)
Form(''EXCREMENS''),  InCore(0), Usage(1)
Form(''DONT''),  InCore(0), Usage(1)
Form(''TROUVE''),  InCore(0), Usage(1)
Form(''ENDROITS''),  InCore(0), Usage(1)
Form(''MANURED''),  InCore(0), Usage(4)
Form(''CARDUNCULUS''),  InCore(0), Usage(1)
Form(''UNFREQUENTED''),  InCore(0), Usage(10)
Form(''VARIEGATED''),  InCore(0), Usage(1)
Form(''OMBU''),  InCore(0), Usage(4)
Form(''POSTHOUSE''),  InCore(0), Usage(1)
Form(''NATURALISTA''),  InCore(0), Usage(1)
Form(''EQUIDISTANT''),  InCore(0), Usage(1)
Form(''QUADRAS''),  InCore(0), Usage(1)
Form(''PLOUGHING''),  InCore(0), Usage(4)
Form(''ERYNGIUM''),  InCore(0), Usage(3)
Form(''TINAMUS''),  InCore(0), Usage(1)
Form(''EUDROMIA''),  InCore(0), Usage(1)
Form(''ELEGANS''),  InCore(0), Usage(1)
Form(''BOREALI''),  InCore(0), Usage(1)
Form(''ATWATER'S''),  InCore(0), Usage(1)
Form(''SILLIMAN'S''),  InCore(0), Usage(2)
Form(''INERMIS''),  InCore(0), Usage(1)
Form(''WAGGON''),  InCore(0), Usage(5)
Form(''INSUPERABLE''),  InCore(0), Usage(3)
Form(''BIZCACHAS''),  InCore(0), Usage(1)
Form(''CALODERA''),  InCore(0), Usage(1)
Form(''MACULATA''),  InCore(0), Usage(1)
Form(''HOOTING''),  InCore(0), Usage(6)
Form(''CHONOS''),  InCore(0), Usage(16)
Form(''TURNINGS''),  InCore(0), Usage(1)
Form(''ROZARIO''),  InCore(0), Usage(6)
Form(''SALADILLO''),  InCore(0), Usage(3)
Form(''MOLAR''),  InCore(0), Usage(1)
Form(''WASHINGS''),  InCore(0), Usage(2)
Form(''ND''),  InCore(0), Usage(18)
Form(''CORUNDA''),  InCore(0), Usage(1)
Form(''FAVOURS''),  InCore(0), Usage(2)
Form(''MIMOSAS''),  InCore(0), Usage(2)
Form(''CATALONIAN''),  InCore(0), Usage(1)
Form(''SHARKS'''),  InCore(0), Usage(1)
Form(''INDURATED''),  InCore(0), Usage(1)
Form(''MARL''),  InCore(0), Usage(1)
Form(''CONCRETIONS''),  InCore(0), Usage(1)
Form(''PAMPAEAN''),  InCore(0), Usage(3)
Form(''PREPONDERATING''),  InCore(0), Usage(1)
Form(''EQUUS''),  InCore(0), Usage(1)
Form(''CURVIDENS''),  InCore(0), Usage(1)
Form(''MM''),  InCore(0), Usage(4)
Form(''KINKAJOU''),  InCore(0), Usage(2)
Form(''TAPIR''),  InCore(0), Usage(3)
Form(''OPOSSUMS''),  InCore(0), Usage(2)
Form(''EDENTATA''),  InCore(0), Usage(6)
Form(''RUMINANTS''),  InCore(0), Usage(5)
Form(''MASTODONS''),  InCore(0), Usage(2)
Form(''BEHRING'S''),  InCore(0), Usage(4)
Form(''WOODBINE''),  InCore(0), Usage(1)
Form(''BRECCIA''),  InCore(0), Usage(1)
Form(''BALANDRA''),  InCore(0), Usage(1)
Form(''TONS'''),  InCore(0), Usage(1)
Form(''CAPYBARAS''),  InCore(0), Usage(2)
Form(''INDUBITABLE''),  InCore(0), Usage(1)
Form(''INDIOS''),  InCore(0), Usage(1)
Form(''TIGRE''),  InCore(0), Usage(1)
Form(''UNROOFED''),  InCore(0), Usage(3)
Form(''YELPING''),  InCore(0), Usage(6)
Form(''JACKALS''),  InCore(0), Usage(1)
Form(''OFFICIOUS''),  InCore(0), Usage(1)
Form(''EXSERTED''),  InCore(0), Usage(2)
Form(''DESPATCHED''),  InCore(0), Usage(4)
Form(''ARMADO''),  InCore(0), Usage(1)
Form(''SILURUS''),  InCore(0), Usage(1)
Form(''MUSQUITOES''),  InCore(0), Usage(2)
Form(''MISSIONES''),  InCore(0), Usage(1)
Form(''INTWINED''),  InCore(0), Usage(2)
Form(''RHYNCHOPS''),  InCore(0), Usage(2)
Form(''NIGRA''),  InCore(0), Usage(2)
Form(''LATERALLY''),  InCore(0), Usage(1)
Form(''SPOONBILL''),  InCore(0), Usage(1)
Form(''DEXTEROUSLY''),  InCore(0), Usage(2)
Form(''BEAKS''),  InCore(0), Usage(6)
Form(''MACTRAE''),  InCore(0), Usage(1)
Form(''CERYLE''),  InCore(0), Usage(1)
Form(''CONURUS''),  InCore(0), Usage(1)
Form(''MURINUS''),  InCore(0), Usage(1)
Form(''TYRANNUS''),  InCore(0), Usage(1)
Form(''SAVANA''),  InCore(0), Usage(1)
Form(''FAVOURING''),  InCore(0), Usage(1)
Form(''MUY''),  InCore(0), Usage(2)
Form(''AFLICTO''),  InCore(0), Usage(1)
Form(''UNSKILFUL''),  InCore(0), Usage(2)
Form(''BONPLAND''),  InCore(0), Usage(1)
Form(''UNEQUALLED''),  InCore(0), Usage(2)
Form(''CONCHAS''),  InCore(0), Usage(1)
Form(''ROLOR''),  InCore(0), Usage(1)
Form(''BEAGLE'S''),  InCore(0), Usage(3)
Form(''PRETEXTS''),  InCore(0), Usage(1)
Form(''BALCARCE''),  InCore(0), Usage(1)
Form(''LAGOSTOMUS''),  InCore(0), Usage(1)
Form(''TRICHODACTYLUS''),  InCore(0), Usage(1)
Form(''SOC''),  InCore(0), Usage(3)
Form(''OSSEMENS''),  InCore(0), Usage(2)
Form(''ERICHSON''),  InCore(0), Usage(1)
Form(''POLIT''),  InCore(0), Usage(4)
Form(''SYNETHERES''),  InCore(0), Usage(1)
Form(''PREHENSILIS''),  InCore(0), Usage(1)
Form(''DIDELPHIS''),  InCore(0), Usage(1)
Form(''CRANCRIVORA''),  InCore(0), Usage(1)
Form(''MAMMIFERS''),  InCore(0), Usage(1)
Form(''MASTADON''),  InCore(0), Usage(1)
Form(''JOURN''),  InCore(0), Usage(8)
Form(''BEECHEY'S''),  InCore(0), Usage(3)
Form(''CHAMISSO''),  InCore(0), Usage(5)
Form(''KOTZEBUE'S''),  InCore(0), Usage(3)
Form(''BENGUELA''),  InCore(0), Usage(1)
Form(''DISCOMFITURE''),  InCore(0), Usage(4)
Form(''ELLORE''),  InCore(0), Usage(1)
Form(''SACRAMIENTO''),  InCore(0), Usage(3)
Form(''AERONAUT''),  InCore(0), Usage(2)
Form(''AGAVES''),  InCore(0), Usage(1)
Form(''CANELONES''),  InCore(0), Usage(2)
Form(''MOUNTEBANKS''),  InCore(0), Usage(1)
Form(''CRUPPER''),  InCore(0), Usage(1)
Form(''CUFRE''),  InCore(0), Usage(1)
Form(''UNDULATIONS''),  InCore(0), Usage(15)
Form(''RIVULETS''),  InCore(0), Usage(5)
Form(''PROMONTORY''),  InCore(0), Usage(7)
Form(''CORRALS''),  InCore(0), Usage(2)
Form(''TROPILLAS''),  InCore(0), Usage(2)
Form(''NIATA''),  InCore(0), Usage(10)
Form(''PUG''),  InCore(0), Usage(1)
Form(''UPTURNED''),  InCore(0), Usage(4)
Form(''SULIVAN''),  InCore(0), Usage(16)
Form(''SIVATHERIUM''),  InCore(0), Usage(1)
Form(''AGRICULTURISTS''),  InCore(0), Usage(2)
Form(''NIATAS''),  InCore(0), Usage(1)
Form(''VACAS''),  InCore(0), Usage(5)
Form(''VIVORAS''),  InCore(0), Usage(1)
Form(''HEADLAND''),  InCore(0), Usage(3)
Form(''CLEARNESS''),  InCore(0), Usage(7)
Form(''HANDSOMEST''),  InCore(0), Usage(3)
Form(''JOURNEY'S''),  InCore(0), Usage(6)
Form(''BERQUELO''),  InCore(0), Usage(2)
Form(''FLACO''),  InCore(0), Usage(1)
Form(''ESTANCIERO''),  InCore(0), Usage(2)
Form(''CUENTAS''),  InCore(0), Usage(1)
Form(''CATGUT''),  InCore(0), Usage(1)
Form(''ACCUSTOMING''),  InCore(0), Usage(1)
Form(''UNMERCIFULLY''),  InCore(0), Usage(3)
Form(''SKULKS''),  InCore(0), Usage(1)
Form(''PLIABILITY''),  InCore(0), Usage(1)
Form(''FULFIL''),  InCore(0), Usage(7)
Form(''DOMIDOR''),  InCore(0), Usage(1)
Form(''SUBDUER''),  InCore(0), Usage(1)
Form(''FETLOCK''),  InCore(0), Usage(1)
Form(''LEATHERN''),  InCore(0), Usage(5)
Form(''GIRTHS''),  InCore(0), Usage(2)
Form(''DOMIDORS''),  InCore(0), Usage(1)
Form(''OBSTINATELY''),  InCore(0), Usage(1)
Form(''REMONSTRATED''),  InCore(0), Usage(3)
Form(''UNTAMED''),  InCore(0), Usage(2)
Form(''VOLTE''),  InCore(0), Usage(1)
Form(''SARANDIS''),  InCore(0), Usage(1)
Form(''SUBAQUEOUS''),  InCore(0), Usage(2)
Form(''SEPULCHRE''),  InCore(0), Usage(2)
Form(''SYENITE''),  InCore(0), Usage(1)
Form(''COUNTRYRMEN''),  InCore(0), Usage(1)
Form(''INHOSPITALITY''),  InCore(0), Usage(1)
Form(''INDOLENCE''),  InCore(0), Usage(4)
Form(''GROSSEST''),  InCore(0), Usage(4)
Form(''MYRIADS''),  InCore(0), Usage(10)
Form(''COLIAS''),  InCore(0), Usage(2)
Form(''EDUSA''),  InCore(0), Usage(1)
Form(''CALOSOMA''),  InCore(0), Usage(2)
Form(''CARDUI''),  InCore(0), Usage(1)
Form(''COLYMBETES''),  InCore(0), Usage(2)
Form(''HYDROPORUS''),  InCore(0), Usage(1)
Form(''HYDROBIUS''),  InCore(0), Usage(1)
Form(''NOTAPHUS''),  InCore(0), Usage(1)
Form(''CYNUCUS''),  InCore(0), Usage(1)
Form(''ADIMONIA''),  InCore(0), Usage(1)
Form(''SCARABAEUS''),  InCore(0), Usage(1)
Form(''ACRYDIUM''),  InCore(0), Usage(1)
Form(''FLOCCULENT''),  InCore(0), Usage(2)
Form(''LATREILLE'S''),  InCore(0), Usage(2)
Form(''REASCENDING''),  InCore(0), Usage(1)
Form(''MAXILLAE''),  InCore(0), Usage(1)
Form(''CITIGRADE''),  InCore(0), Usage(1)
Form(''ARGYRONETA''),  InCore(0), Usage(1)
Form(''NOTOPODS''),  InCore(0), Usage(1)
Form(''PENULTIMATE''),  InCore(0), Usage(1)
Form(''BEROE''),  InCore(0), Usage(2)
Form(''ENTOMOSTRACOUS''),  InCore(0), Usage(1)
Form(''SHOALER''),  InCore(0), Usage(1)
Form(''ENTOMOSTRACA''),  InCore(0), Usage(2)
Form(''PTEROPODA''),  InCore(0), Usage(2)
Form(''RADIATA''),  InCore(0), Usage(1)
Form(''DEVOURERS''),  InCore(0), Usage(2)
Form(''BONITOS''),  InCore(0), Usage(1)
Form(''ALBICORES''),  InCore(0), Usage(2)
Form(''DIANAEA''),  InCore(0), Usage(1)
Form(''SCINTILLATE''),  InCore(0), Usage(1)
Form(''HETEROMERA''),  InCore(0), Usage(4)
Form(''THERISTICUS''),  InCore(0), Usage(1)
Form(''MELANOPS''),  InCore(0), Usage(1)
Form(''CICADAE''),  InCore(0), Usage(1)
Form(''NEIGHING''),  InCore(0), Usage(3)
Form(''NEIGH''),  InCore(0), Usage(4)
Form(''GUANACOS''),  InCore(0), Usage(16)
Form(''BRINY''),  InCore(0), Usage(1)
Form(''YAWL''),  InCore(0), Usage(7)
Form(''CHAFFERS''),  InCore(0), Usage(2)
Form(''GULLEYS''),  InCore(0), Usage(1)
Form(''SHOALNESS''),  InCore(0), Usage(1)
Form(''DINGEY''),  InCore(0), Usage(1)
Form(''BIVOUACKED''),  InCore(0), Usage(12)
Form(''CINCINDELA''),  InCore(0), Usage(1)
Form(''HYBRIDA''),  InCore(0), Usage(1)
Form(''CYMINDIS''),  InCore(0), Usage(1)
Form(''HARPALUS''),  InCore(0), Usage(1)
Form(''TABANUS''),  InCore(0), Usage(1)
Form(''HORSEFLY''),  InCore(0), Usage(1)
Form(''INCONSIDERABLE''),  InCore(0), Usage(8)
Form(''PUMICEOUS''),  InCore(0), Usage(1)
Form(''STUPEFIED''),  InCore(0), Usage(3)
Form(''ELEVATORY''),  InCore(0), Usage(8)
Form(''SUPERINCUMBENT''),  InCore(0), Usage(1)
Form(''PATACHONICA''),  InCore(0), Usage(1)
Form(''PALAEOTHERIUM''),  InCore(0), Usage(1)
Form(''MODELLED''),  InCore(0), Usage(7)
Form(''PECCARIES''),  InCore(0), Usage(1)
Form(''PIGMIES''),  InCore(0), Usage(1)
Form(''BUFFON''),  InCore(0), Usage(1)
Form(''VIGOUR''),  InCore(0), Usage(7)
Form(''CONJECTURED''),  InCore(0), Usage(4)
Form(''SEVERER''),  InCore(0), Usage(1)
Form(''EXTERMINATIONS''),  InCore(0), Usage(1)
Form(''INAPPRECIABLE''),  InCore(0), Usage(1)
Form(''MAGALONYX''),  InCore(0), Usage(1)
Form(''PLAINEST''),  InCore(0), Usage(2)
Form(''HISTOIRE''),  InCore(0), Usage(1)
Form(''ISID''),  InCore(0), Usage(1)
Form(''HILAIRE''),  InCore(0), Usage(1)
Form(''LYELL'S''),  InCore(0), Usage(2)
Form(''BLACKWALL''),  InCore(0), Usage(1)
Form(''OPUNTIA''),  InCore(0), Usage(1)
Form(''STAMENS''),  InCore(0), Usage(2)
Form(''PERIANTH''),  InCore(0), Usage(1)
Form(''IX''),  InCore(0), Usage(12)
Form(''BASALTIC''),  InCore(0), Usage(14)
Form(''COXSWAIN''),  InCore(0), Usage(1)
Form(''INCOGNITA''),  InCore(0), Usage(1)
Form(''RECONNOITRED''),  InCore(0), Usage(1)
Form(''IMPALPABLE''),  InCore(0), Usage(6)
Form(''DEFILES''),  InCore(0), Usage(1)
Form(''PRECIPICES''),  InCore(0), Usage(10)
Form(''ROOSTING''),  InCore(0), Usage(1)
Form(''PUMAS''),  InCore(0), Usage(1)
Form(''CHILENO''),  InCore(0), Usage(6)
Form(''SIXPENCE''),  InCore(0), Usage(1)
Form(''RAVENOUSLY''),  InCore(0), Usage(4)
Form(''BEHOLDER'S''),  InCore(0), Usage(2)
Form(''SITU''),  InCore(0), Usage(1)
Form(''TRANSPORTAL''),  InCore(0), Usage(7)
Form(''UNSHOD''),  InCore(0), Usage(1)
Form(''SUPPED''),  InCore(0), Usage(1)
Form(''BOGGY''),  InCore(0), Usage(2)
Form(''SUPERVENE''),  InCore(0), Usage(2)
Form(''FOALS''),  InCore(0), Usage(2)
Form(''LAMENESS''),  InCore(0), Usage(1)
Form(''CHOISEUL''),  InCore(0), Usage(3)
Form(''CALVE''),  InCore(0), Usage(1)
Form(''RIPENS''),  InCore(0), Usage(3)
Form(''LEPUS''),  InCore(0), Usage(3)
Form(''MAGELLANICUS''),  InCore(0), Usage(5)
Form(''CONEJOS''),  InCore(0), Usage(1)
Form(''CAVY''),  InCore(0), Usage(2)
Form(''CANIS''),  InCore(0), Usage(4)
Form(''ANTARCTICUS''),  InCore(0), Usage(1)
Form(''CULPEU''),  InCore(0), Usage(2)
Form(''FIERCENESS''),  InCore(0), Usage(2)
Form(''COMPOSITAE''),  InCore(0), Usage(4)
Form(''GORSE''),  InCore(0), Usage(3)
Form(''DISCOMFORTS''),  InCore(0), Usage(2)
Form(''SILURIAN''),  InCore(0), Usage(1)
Form(''PERNETY''),  InCore(0), Usage(7)
Form(''PASTY''),  InCore(0), Usage(1)
Form(''FLEXURES''),  InCore(0), Usage(1)
Form(''VISCID''),  InCore(0), Usage(1)
Form(''ARCHWAYS''),  InCore(0), Usage(2)
Form(''SIMILE''),  InCore(0), Usage(2)
Form(''APTENODYTES''),  InCore(0), Usage(1)
Form(''DEMERSA''),  InCore(0), Usage(1)
Form(''BRAYING''),  InCore(0), Usage(1)
Form(''TUSSOCKS''),  InCore(0), Usage(1)
