---------CORE WORDS--------- 
Form(''I''), HasIPA(1), Usage(10294 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55151820), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55150876), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55150748), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55150604), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55150204), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55149788), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55149532), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55156300), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55155740), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55154428), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55154300), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55160748), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55160364), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55160236), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55159836), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55159420), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55158748), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55158604), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55157372), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55157244), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55156972), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55164652), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55164524), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55163452), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55163068), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55161852), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55161452), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55161308), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55168540), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55167980), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55167180), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55166652), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55166236), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55165564), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55165436), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55165308), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55156844), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55171820), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55171692), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55170348), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55170204), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55169516), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55169372), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55176700), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55175628), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55175196), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55175068), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55174812), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55173868), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55181276), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55180524), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55180396), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55180124), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55178796), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55177868), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55177740), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55184860), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55184076), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55183420), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55182060), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55181916), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55185388), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55187916), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55187772), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55187356), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55186044), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55192988), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55192284), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55191084), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55190956), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55190540), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55197116), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55196988), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55196220), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55195580), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55195196), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55195052), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55194924), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55194396), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55193852), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55200876), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55200732), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55200604), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55199820), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55199692), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55199132), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55199004), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55204252), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55204108), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55203836), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55203036), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55202508), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55202252), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55209372), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55208412), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55207292), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55207148), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55206876), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55213148), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55213020), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55212876), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55210476), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55217436), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55215980), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55215324), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55220764), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55219804), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55217948), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55218796), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55225996), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55225740), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55224268), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55223084), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55230188), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55229660), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55229116), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55228860), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55227276), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55227148), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55226732), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55226604), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55234460), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55233676), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55232844), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55232588), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55232060), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55231916), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55231660), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55231260), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55230988), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55237500), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55237228), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55236428), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55236284), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55234684), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55242732), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55242348), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55241036), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55240236), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55239436), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55239308), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55246620), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55246348), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55245964), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55245836), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55245276), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55243964), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55243276), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55172396), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55250668), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55250524), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55249164), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55249020), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55248732), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55248588), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55248444), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55248060), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55247932), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55254892), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55254764), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55254636), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55254508), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55253724), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55253596), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55253468), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55252524), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55251324), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55251196), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55258380), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55257948), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55256748), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55255964), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55262604), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55262348), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55262092), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55260444), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55259900), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55259500), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55259356), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55259228), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55266972), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55266844), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55265884), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55265628), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55265500), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55264940), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55264412), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55263612), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55270828), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55270700), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55270572), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55270300), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55270172), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55269660), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55269388), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55268476), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55268348), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55268220), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55268092), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55267964), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55267836), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55267564), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55261308), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55274940), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55274124), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55273996), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55273164), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55272636), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55272364), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55272108), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55279596), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55279068), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55267436), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55277660), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55276300), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55275868), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55275740), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55283436), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55283020), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55281676), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55281532), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55281244), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55280972), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55280844), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55280572), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55279756), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55287788), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55287228), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55286140), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55286012), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55290844), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55290444), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55290188), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55290060), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55289804), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55289516), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55289388), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55289260), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55289132), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55288860), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55288332), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55295916), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55295660), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55294828), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55294188), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55294060), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55293932), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55293804), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55293676), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55293292), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55293036), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55292892), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55299804), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55298444), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55297884), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55297484), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55297340), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55297196), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55297068), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55296940), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55296812), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55296156), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55304172), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55303916), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55303788), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55303660), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55303532), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55302892), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55301964), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55301420), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55301292), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55300636), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55307676), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55306508), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55305436), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55305308), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55304764), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55304364), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55312364), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55312076), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55311676), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55311132), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55310748), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55310620), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55310348), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55315836), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55314380), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55314252), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55313996), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55313868), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55313596), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55312812), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55312524), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55320556), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55320044), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55319788), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55319244), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55317676), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55324236), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55323468), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55322940), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55321356), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55328684), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55328428), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55327916), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55327244), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55327116), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55326108), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55325308), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55330268), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55329436), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55329148), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55328892), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55336940), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55336380), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55335964), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55335292), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55335148), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55335004), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55334604), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55334332), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55334060), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55333932), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55333532), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55333020), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55340892), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55339964), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55339820), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55339260), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55338860), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55337660), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55344444), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55343788), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55343516), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55343388), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55342732), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55326300), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55348828), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55348572), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
''),  InCore(55348044), Usage(0 )
Form(''%s, IPA=%d, Usage=%d 
